LOTNO,品番,検査日,検査者1,加工元,検査数,良品数,不良数,不良1,不良2,不良3,不良4,不良5
004090,74,2017-09-21,大山,XXX,145,144.0,1.0,0.0,0.0,1.0,0.0,0.0
004091,20,2020-09-28,鈴木,YYY,36,36.0,0.0,0.0,0.0,0.0,0.0,0.0
004092,74,2017-09-21,藤田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
004093,20,2020-09-28,鈴木,YYY,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0
004094,74,2017-09-21,藤田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004095,19,2020-09-29,大山,ZZZ,300,300.0,0.0,0.0,0.0,0.0,0.0,0.0
004096,74,2017-09-21,藤田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004097,19,2020-09-29,山田,WWW,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004098,74,2017-09-21,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004099,19,2020-09-29,山田,ZZZ,200,199.0,1.0,0.0,0.0,1.0,0.0,0.0
004100,74,2017-09-21,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004101,19,2020-09-29,有田,QQQ,120,120.0,0.0,0.0,0.0,0.0,0.0,0.0
004102,74,2017-09-21,藤田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004103,19,2020-09-29,有田,WWW,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004104,74,2017-09-21,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004105,19,2020-09-29,有田,QQQ,160,160.0,0.0,0.0,0.0,0.0,0.0,0.0
004106,74,2017-09-21,大山,VVV,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
004107,19,2020-09-29,大山,ZZZ,180,180.0,0.0,0.0,0.0,0.0,0.0,0.0
004108,74,2017-09-21,有田,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004109,19,2020-09-29,山田,ZZZ,65,65.0,0.0,0.0,0.0,0.0,0.0,0.0
004110,74,2017-09-21,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004111,19,2020-09-29,大山,ZZZ,185,185.0,0.0,0.0,0.0,0.0,0.0,0.0
004112,74,2017-09-21,有田,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004113,19,2020-09-29,山田,ZZZ,125,125.0,0.0,0.0,0.0,0.0,0.0,0.0
004114,74,2017-09-21,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004115,42,2020-09-29,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004116,74,2017-09-21,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004117,42,2020-09-29,大山,ZZZ,105,105.0,0.0,0.0,0.0,0.0,0.0,0.0
004118,74,2017-09-21,大山,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004119,61,2020-09-29,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004120,74,2017-09-21,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004121,61,2020-09-29,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004122,74,2017-09-22,大山,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
004123,19,2020-09-29,山田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
004124,74,2017-09-22,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004125,19,2020-09-29,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004126,74,2017-09-22,大山,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004127,71,2020-09-29,有田,ZZZ,105,105.0,0.0,0.0,0.0,0.0,0.0,0.0
004128,74,2017-09-22,大山,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004129,20,2020-09-30,山田,QQQ,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0
004130,74,2017-09-22,大山,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004131,20,2020-09-30,有田,QQQ,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0
004132,74,2017-09-22,大山,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004133,20,2020-09-30,有田,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
004134,74,2017-09-24,有田,VVV,203,201.0,2.0,0.0,2.0,0.0,0.0,0.0
004135,20,2020-09-30,大山,XXX,66,66.0,0.0,0.0,0.0,0.0,0.0,0.0
004136,74,2017-09-25,鈴木,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004137,42,2020-09-30,大山,YYY,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0
004138,74,2017-09-25,鈴木,VVV,200,199.0,1.0,0.0,0.0,1.0,0.0,0.0
004139,20,2020-09-30,藤田,VVV,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0
004140,74,2017-09-25,佐藤,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004141,61,2020-10-01,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004142,74,2017-09-25,有田,VVV,200,198.0,2.0,0.0,2.0,0.0,0.0,0.0
004143,61,2020-10-01,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004144,61,2017-09-26,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004145,61,2020-10-01,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004146,73,2017-09-26,有田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004147,61,2020-10-01,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004148,73,2017-09-26,有田,ZZZ,150,150.0,0.0,0.0,0.0,0.0,0.0,0.0
004149,61,2020-10-01,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004150,73,2017-09-26,佐藤,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004151,61,2020-10-01,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004152,74,2017-09-26,藤田,XXX,353,353.0,0.0,0.0,0.0,0.0,0.0,0.0
004153,61,2020-10-01,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004154,74,2017-09-26,大山,XXX,253,253.0,0.0,0.0,0.0,0.0,0.0,0.0
004155,61,2020-10-01,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004156,74,2017-09-26,山田,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004157,61,2020-10-01,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004158,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004159,61,2020-10-01,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004160,74,2017-09-26,山田,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004161,61,2020-10-01,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004162,74,2017-09-26,山田,VVV,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004163,18,2020-10-01,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004164,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004165,20,2020-10-02,有田,XXX,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
004166,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004167,20,2020-10-02,有田,XXX,175,175.0,0.0,0.0,0.0,0.0,0.0,0.0
004168,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004169,20,2020-10-02,有田,XXX,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
004170,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004171,20,2020-10-02,山田,XXX,125,122.0,3.0,2.0,1.0,0.0,0.0,0.0
004172,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004173,20,2020-10-02,藤田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004174,74,2017-09-26,山田,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004175,20,2020-10-02,山田,XXX,56,55.0,1.0,0.0,0.0,1.0,0.0,0.0
004176,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004177,20,2020-10-02,大山,XXX,39,34.0,5.0,0.0,0.0,5.0,0.0,0.0
004178,74,2017-09-26,山田,VVV,803,799.0,4.0,0.0,4.0,0.0,0.0,0.0
004179,20,2020-10-02,山田,XXX,115,115.0,0.0,0.0,0.0,0.0,0.0,0.0
004180,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004181,20,2020-10-02,鈴木,VVV,138,138.0,0.0,0.0,0.0,0.0,0.0,0.0
004182,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004183,20,2020-10-02,鈴木,YYY,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
004184,74,2017-09-26,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004185,20,2020-10-02,鈴木,YYY,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004186,74,2017-09-26,山田,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004187,20,2020-10-02,鈴木,YYY,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0
004188,74,2017-09-26,有田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004189,20,2020-10-02,山田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004190,61,2017-09-27,山田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004191,20,2020-10-02,大山,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004192,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004193,20,2020-10-02,山田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
004194,61,2017-09-27,山田,XXX,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004195,18,2020-10-05,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004196,61,2017-09-27,山田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004197,20,2020-10-05,山田,QQQ,23,22.0,1.0,0.0,0.0,1.0,0.0,0.0
004198,61,2017-09-27,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004199,20,2020-10-05,山田,QQQ,58,57.0,1.0,0.0,0.0,1.0,0.0,0.0
004200,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004201,20,2020-10-05,有田,QQQ,38,38.0,0.0,0.0,0.0,0.0,0.0,0.0
004202,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004203,42,2020-10-05,有田,ZZZ,73,73.0,0.0,0.0,0.0,0.0,0.0,0.0
004204,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004205,20,2020-10-05,有田,VVV,175,175.0,0.0,0.0,0.0,0.0,0.0,0.0
004206,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004207,20,2020-10-05,山田,VVV,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
004208,61,2017-09-27,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004209,20,2020-10-05,山田,VVV,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
004210,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004211,20,2020-10-05,藤田,YYY,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
004212,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004213,20,2020-10-05,藤田,YYY,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0
004214,61,2017-09-27,藤田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004215,20,2020-10-05,山田,YYY,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
004216,61,2017-09-27,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004217,19,2020-10-06,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004218,61,2017-09-27,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004219,19,2020-10-06,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004220,73,2017-09-27,鈴木,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004221,20,2020-10-06,山田,VVV,155,155.0,0.0,0.0,0.0,0.0,0.0,0.0
004222,73,2017-09-27,佐藤,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004223,20,2020-10-06,大山,ZZZ,132,132.0,0.0,0.0,0.0,0.0,0.0,0.0
004224,73,2017-09-27,佐藤,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004225,20,2020-10-06,山田,ZZZ,110,110.0,0.0,0.0,0.0,0.0,0.0,0.0
004226,73,2017-09-27,山田,YYY,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
004227,20,2020-10-06,田中,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004228,73,2017-09-27,有田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004229,20,2020-10-06,山田,ZZZ,124,124.0,0.0,0.0,0.0,0.0,0.0,0.0
004230,73,2017-09-27,山田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
004231,20,2020-10-06,大山,YYY,31,31.0,0.0,0.0,0.0,0.0,0.0,0.0
004232,74,2017-09-27,有田,ZZZ,650,650.0,0.0,0.0,0.0,0.0,0.0,0.0
004233,19,2020-10-06,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004234,74,2017-09-27,有田,YYY,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004235,19,2020-10-06,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004236,74,2017-09-27,藤田,XXX,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004237,19,2020-10-07,有田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004238,74,2017-09-27,有田,XXX,150,150.0,0.0,0.0,0.0,0.0,0.0,0.0
004239,19,2020-10-07,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
004240,74,2017-09-27,佐藤,XXX,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
004241,19,2020-10-07,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
004242,74,2017-09-27,有田,VVV,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
004243,19,2020-10-07,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
004244,74,2017-09-27,藤田,XXX,450,450.0,0.0,0.0,0.0,0.0,0.0,0.0
004245,19,2020-10-07,大山,XXX,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004246,74,2017-09-27,有田,VVV,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
004247,19,2020-10-07,大山,XXX,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004248,74,2017-09-27,山田,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004249,20,2020-10-07,大山,QQQ,150,150.0,0.0,0.0,0.0,0.0,0.0,0.0
004250,74,2017-09-27,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004251,20,2020-10-07,有田,VVV,194,194.0,0.0,0.0,0.0,0.0,0.0,0.0
004252,74,2017-09-27,有田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004253,20,2020-10-07,山田,ZZZ,135,135.0,0.0,0.0,0.0,0.0,0.0,0.0
004254,74,2017-09-27,大山,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004255,20,2020-10-07,田中,ZZZ,105,105.0,0.0,0.0,0.0,0.0,0.0,0.0
004256,74,2017-09-27,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004257,51,2020-10-07,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004258,74,2017-09-27,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004259,61,2020-10-07,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
004260,61,2017-09-28,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004261,20,2020-10-07,大山,YYY,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
004262,73,2017-09-28,山田,YYY,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004263,20,2020-10-07,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004264,73,2017-09-28,山田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004265,20,2020-10-07,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004266,74,2017-09-28,山田,YYY,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0
004267,18,2020-10-08,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004268,74,2017-09-28,山田,YYY,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0
004269,19,2020-10-08,山田,ZZZ,125,125.0,0.0,0.0,0.0,0.0,0.0,0.0
004270,74,2017-09-28,山田,YYY,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
004271,20,2020-10-08,田中,QQQ,154,154.0,0.0,0.0,0.0,0.0,0.0,0.0
004272,74,2017-09-28,山田,YYY,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
004273,20,2020-10-08,山田,VVV,128,128.0,0.0,0.0,0.0,0.0,0.0,0.0
004274,74,2017-09-28,田中,ZZZ,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0
004275,20,2020-10-08,有田,VVV,185,184.0,1.0,0.0,1.0,0.0,0.0,0.0
004276,74,2017-09-28,有田,VVV,52,52.0,0.0,0.0,0.0,0.0,0.0,0.0
004277,20,2020-10-08,山田,QQQ,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0
004278,74,2017-09-28,有田,VVV,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004279,42,2020-10-08,田中,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
004280,42,2017-09-29,藤田,ZZZ,145,145.0,0.0,0.0,0.0,0.0,0.0,0.0
004281,51,2020-10-08,有田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
004282,42,2017-09-29,山田,ZZZ,70,70.0,0.0,0.0,0.0,0.0,0.0,0.0
004283,61,2020-10-08,田中,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
004284,42,2017-09-29,山田,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
004285,61,2020-10-08,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004286,42,2017-09-29,有田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
004287,20,2020-10-08,田中,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004288,42,2017-09-29,有田,ZZZ,75,75.0,0.0,0.0,0.0,0.0,0.0,0.0
004289,20,2020-10-08,鈴木,YYY,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0
004290,42,2017-09-29,有田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004291,20,2020-10-08,山田,YYY,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004292,42,2017-09-29,佐藤,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004293,20,2020-10-08,鈴木,YYY,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004294,42,2017-09-29,佐藤,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004295,20,2020-10-08,大山,YYY,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
004296,42,2017-09-29,佐藤,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004297,20,2020-10-08,大山,YYY,11,0.0,11.0,0.0,11.0,0.0,0.0,0.0
004298,42,2017-09-29,佐藤,ZZZ,15,14.0,1.0,0.0,0.0,0.0,0.0,1.0
004299,61,2020-10-08,山田,ZZZ,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
004300,42,2017-09-29,佐藤,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004301,20,2020-10-08,有田,YYY,8,4.0,4.0,0.0,4.0,0.0,0.0,0.0
004302,42,2017-09-29,佐藤,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004303,74,2020-10-08,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004304,42,2017-09-29,佐藤,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004305,19,2020-10-12,山田,ZZZ,50,50.0,0.0,0.0,0.0,0.0,0.0,0.0
004306,42,2017-09-29,佐藤,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004307,19,2020-10-12,山田,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004308,42,2017-09-29,山田,ZZZ,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004309,19,2020-10-12,山田,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
004310,42,2017-09-29,山田,ZZZ,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
004311,19,2020-10-12,山田,ZZZ,60,60.0,0.0,0.0,0.0,0.0,0.0,0.0
004312,42,2017-09-29,山田,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004313,19,2020-10-12,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004314,42,2017-09-29,佐藤,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004315,20,2020-10-12,大山,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004316,42,2017-09-29,佐藤,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004317,20,2020-10-12,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004318,42,2017-09-29,佐藤,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004319,20,2020-10-12,田中,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004320,42,2017-09-29,佐藤,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004321,20,2020-10-12,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004322,42,2017-09-29,佐藤,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004323,20,2020-10-12,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004324,42,2017-09-29,佐藤,ZZZ,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004325,20,2020-10-12,大山,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004326,74,2017-09-29,有田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004327,20,2020-10-12,有田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004328,74,2017-09-29,有田,VVV,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004329,20,2020-10-12,鈴木,ZZZ,400,400.0,0.0,0.0,0.0,0.0,0.0,0.0
004330,42,2017-10-02,大山,ZZZ,195,195.0,0.0,0.0,0.0,0.0,0.0,0.0
004331,20,2020-10-12,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004332,42,2017-10-02,藤田,ZZZ,185,185.0,0.0,0.0,0.0,0.0,0.0,0.0
004333,20,2020-10-12,山田,ZZZ,200,200.0,0.0,0.0,0.0,0.0,0.0,0.0
004334,74,2017-10-02,鈴木,VVV,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
004335,20,2020-10-12,山田,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004336,74,2017-10-02,鈴木,VVV,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004337,42,2020-10-12,田中,ZZZ,158,158.0,0.0,0.0,0.0,0.0,0.0,0.0
004338,74,2017-10-02,鈴木,VVV,96,96.0,0.0,0.0,0.0,0.0,0.0,0.0
004339,61,2020-10-12,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004340,74,2017-10-02,鈴木,VVV,100,99.0,1.0,1.0,0.0,0.0,0.0,0.0
004341,61,2020-10-12,大山,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004342,74,2017-10-02,鈴木,VVV,200,199.0,1.0,0.0,1.0,0.0,0.0,0.0
004343,19,2020-10-12,有田,YYY,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004344,74,2017-10-02,佐藤,VVV,400,400.0,0.0,0.0,0.0,0.0,0.0,0.0
004345,18,2020-10-13,田中,XXX,130,129.0,1.0,0.0,0.0,1.0,0.0,0.0
004346,42,2017-10-03,大山,ZZZ,100,100.0,0.0,0.0,0.0,0.0,0.0,0.0
004347,19,2020-10-13,大山,VVV,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0
004348,42,2017-10-03,大山,XXX,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
004349,19,2020-10-13,田中,XXX,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004350,42,2017-10-03,佐藤,XXX,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004351,19,2020-10-13,鈴木,ZZZ,130,130.0,0.0,0.0,0.0,0.0,0.0,0.0
004352,42,2017-10-03,佐藤,XXX,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004353,19,2020-10-13,山田,ZZZ,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004354,42,2017-10-03,佐藤,XXX,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004355,20,2020-10-13,田中,ZZZ,155,155.0,0.0,0.0,0.0,0.0,0.0,0.0
004356,42,2017-10-03,佐藤,XXX,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004357,20,2020-10-13,鈴木,ZZZ,155,155.0,0.0,0.0,0.0,0.0,0.0,0.0
004358,42,2017-10-03,佐藤,XXX,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0
004359,20,2020-10-13,鈴木,QQQ,88,88.0,0.0,0.0,0.0,0.0,0.0,0.0
004360,42,2017-10-03,佐藤,XXX,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
004361,20,2020-10-13,鈴木,QQQ,27,27.0,0.0,0.0,0.0,0.0,0.0,0.0
004362,42,2017-10-03,佐藤,XXX,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0
004363,42,2020-10-13,山田,ZZZ,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0
004364,42,2017-10-03,佐藤,XXX,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0
004365,42,2020-10-13,鈴木,ZZZ,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0
004366,42,2017-10-03,佐藤,XXX,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0
004367,42,2020-10-13,鈴木,ZZZ,53,53.0,0.0,0.0,0.0,0.0,0.0,0.0
