"LOTNO","UDATE","SNO","PAL_1","PAL_2","PAL_3"
"a001",2021/06/01 8:01:50,821,20.76241,0.69131,0.03181
"a001",2021/06/01 8:01:50,822,21.22648,0.741962,0.12836
"a001",2021/06/01 8:01:50,823,20.84596,1.61661,0.03344
"a001",2021/06/01 8:01:50,824,21.73282,1.10993,0.12721
"a001",2021/06/01 8:01:50,825,21.78483,1.29944,0.0546
"a001",2021/06/01 8:01:50,826,21.73342,0.99006,0.02625
"a001",2021/06/01 8:01:50,827,21.17,2.64900448,0.06737
"a001",2021/06/01 8:01:50,828,21.13643,5.4108994,0.07195
"a001",2021/06/01 8:01:50,829,20.55511,1.1559,0.0684
"a001",2021/06/01 8:01:50,830,20.90407,0.95814,0.08492
"a001",2021/06/01 8:01:50,831,19.80913,1.00269,0.03077
"a001",2021/06/01 8:01:50,832,21.07795,0.93273,0.04195
"a001",2021/06/01 8:01:50,833,21.28015,1.0141,0.03913
"a001",2021/06/01 8:01:50,834,20.93575,1.44087,0.03902
"a001",2021/06/01 8:01:50,835,20.70852,1.0761637,0.05448
"a001",2021/06/01 8:01:50,836,21.55774,1.7736407,0.06125
"a001",2021/06/01 8:01:50,837,20.3842,1.07502,0.0711
"a001",2021/06/01 8:01:50,838,20.8429,1.01332,0.0995
"a001",2021/06/01 8:01:50,839,21.79244,1.0172,0.04122
"a001",2021/06/01 8:01:50,840,0,0,0
"a001",2021/06/01 8:01:50,841,21.19489,1.1880336,0.04957
"a001",2021/06/01 8:01:50,842,21.32818,1.01554,0.05351
"a001",2021/06/01 8:01:50,843,21.44093,0.9813495,0.06945
"a001",2021/06/01 8:01:50,844,21.37948,1.5774385,0.06041
"a001",2021/06/01 8:01:50,845,21.23988,1.2305,0.04696
"a001",2021/06/01 8:01:50,846,20.8344,1.09452,0.07321
"a001",2021/06/01 8:01:50,847,21.8016,0.9497269,0.03706
"a001",2021/06/01 8:01:50,848,21.10982,2.214372,0.08505
"a001",2021/06/01 8:01:50,849,21.31398,1.0628335,0.03104
"a001",2021/06/01 8:01:50,850,21.58655,1.0553841,0.07915
"a001",2021/06/01 8:01:50,851,22.18477,1.275206,0.07469
"a001",2021/06/01 8:01:50,852,21.80343,4.337594,0.48699
"a001",2021/06/01 8:01:50,853,21.58379,1.1761525,0.07905
"a001",2021/06/01 8:01:50,854,20.22276,1.6854,0.06258
"a001",2021/06/01 8:01:50,855,21.32525,1.065343,0.07085
"a001",2021/06/01 8:01:50,856,21.30721,1.02673863,0.04823
"a001",2021/06/01 8:01:50,857,21.95075,0.785736,0.03696
"a001",2021/06/01 8:01:50,858,21.66423,21.051465,1.40272
"a001",2021/06/01 8:01:50,859,20.94534,1.48751,0.06605
"a001",2021/06/01 8:01:50,860,20.85597,1.7230746,0.04552
"a001",2021/06/01 8:01:50,861,21.00557,1.32896,0.07232
"a001",2021/06/01 8:01:50,862,21.39178,1.96933,0.04784
"a001",2021/06/01 8:01:50,863,21.05109,1.01407,0.06929
"a001",2021/06/01 8:01:50,864,21.32846,0.95347211,0.09676
"a001",2021/06/01 8:01:50,865,20.9436,2.1766325,0.0468
"a001",2021/06/01 8:01:50,866,20.14075,1.14108779,0.08456
"a001",2021/06/01 8:01:50,867,20.59423,1.049698,0.05942
"a001",2021/06/01 8:01:50,868,21.08943,1.13766,0.05637
"a001",2021/06/01 8:01:50,869,19.77097,1.55009984,0.07484
"a001",2021/06/01 8:01:50,870,21.14154,0.61724,0.03966
"a001",2021/06/01 8:01:50,871,20.97069,1.21491,0.05412
"a001",2021/06/01 8:01:50,872,0,0,0
"a001",2021/06/01 8:01:50,873,20.83887,0.9414578,0.06857
"a001",2021/06/01 8:01:50,874,20.99358,1.12152,0.02537
"a001",2021/06/01 8:01:50,875,21.12125,1.1089757,0.0324
"a001",2021/06/01 8:01:50,876,21.12702,0.51675,0.0645
"a001",2021/06/01 8:01:50,877,21.22833,1.54353,0.07366
"a001",2021/06/01 8:01:50,878,21.44918,0.9065052,0.14255
"a001",2021/06/01 8:01:50,879,20.77402,2.1620958,0.03636
"a001",2021/06/01 8:01:50,880,20.57064,0.95888,0.074
"a001",2021/06/01 8:01:50,881,20.0663,1.28038,0.05924
"a001",2021/06/01 8:01:50,882,20.57137,0.99113,0.04114
"a001",2021/06/01 8:01:50,883,19.9928,2.2454763,0.05737
"a001",2021/06/01 8:01:50,884,20.70351,0.953717,0.12922
"a001",2021/06/01 8:01:50,885,21.07366,2.977438,0.02466
"a001",2021/06/01 8:01:50,886,21.31317,1.5133329,0.05588
"a001",2021/06/01 8:01:50,887,19.97961,1.7176832,0.05804
"a001",2021/06/01 8:01:50,888,21.36955,1.44978334,0.11242
"a001",2021/06/01 8:01:50,889,20.96139,1.9095677,0.03813
"a001",2021/06/01 8:01:50,890,20.38924,1.1494481,0.03766
"a001",2021/06/01 8:01:50,891,20.36698,0.8332492,0.07318
"a001",2021/06/01 8:01:50,892,20.3201,1.2184691,0.07964
"a001",2021/06/01 8:01:50,893,20.87029,0.91924,0.05056
"a001",2021/06/01 8:01:50,894,20.85386,0.630246,0.02953
"a001",2021/06/01 8:01:50,895,20.31987,1.1569912,0.05914
"a001",2021/06/01 8:01:50,896,20.4484,1.13622,0.04498
"a001",2021/06/01 8:01:50,897,20.46046,0.95375,0.05887
"a001",2021/06/01 8:01:50,898,20.21653,1.3553225,0.03562
"a001",2021/06/01 8:01:50,899,19.96125,1.826879,0.02901
"a001",2021/06/01 8:01:50,900,20.34703,1.0481204,0.07045
"a001",2021/06/01 8:01:50,901,20.04931,1.41543,0.04127
"a001",2021/06/01 8:01:50,902,20.1988,1.16761,0.08482
"a001",2021/06/01 8:01:50,903,21.19834,1.1736213,0.02953
"a001",2021/06/01 8:01:50,904,20.32994,2.20686,0.06869
"a001",2021/06/01 8:01:50,905,20.52828,1.61344,0.0736
"a001",2021/06/01 8:01:50,906,21.46266,6.1719885,0.0624
"a001",2021/06/01 8:01:50,907,21.18523,1.47965,0.07952
"a001",2021/06/01 8:01:50,908,20.40446,1.643728128,0.08164
"a001",2021/06/01 8:01:50,909,20.43432,1.79219,0.08956
"a001",2021/06/01 8:01:50,910,20.6711,1.35823,0.04789
"a001",2021/06/01 8:01:50,911,21.02936,1.33418,0.04712
"a001",2021/06/01 8:01:50,912,21.34037,2.881483,0.09154
"a001",2021/06/01 8:01:50,913,21.26119,1.1311402,0.03955
"a001",2021/06/01 8:01:50,914,21.2724,1.66077,0.03039
"a001",2021/06/01 8:01:50,915,21.3423,4.91751375,0.34905
"a001",2021/06/01 8:01:50,916,21.07555,1.34144538,0.03012
"a001",2021/06/01 8:01:50,917,20.98945,1.54477,0.06028
"a001",2021/06/01 8:01:50,918,19.59189,1.02581,0.04818
"a001",2021/06/01 8:01:50,919,21.7805,1.62854,0.06784
"a001",2021/06/01 8:01:50,920,20.53074,1.0587701,0.04642
"a001",2021/06/01 8:01:50,921,24.39729,0.9448,0.06156
"a001",2021/06/01 8:01:50,922,22.0971,1.79827,0.1171
"a001",2021/06/01 8:01:50,923,21.94621,0.96463,0.06821
"a001",2021/06/01 8:01:50,924,23.97759,1.847059,0.13894
"a001",2021/06/01 8:01:50,925,22.21591,2.968113,0.2822
"a001",2021/06/01 8:01:50,926,21.28049,0.96244,0.07157
"a001",2021/06/01 8:01:50,927,21.65097,1.72197,0.15443
"a001",2021/06/01 8:01:50,928,21.49774,1.39036,0.11174
"a001",2021/06/01 8:01:50,929,21.40016,1.66024,0.06043
"a001",2021/06/01 8:01:50,930,22.02286,1.70685,0.0725
"a001",2021/06/01 8:01:50,931,21.83773,1.7929672,0.10596
"a001",2021/06/01 8:01:50,932,22.65483,6.585557,0.30704
"a001",2021/06/01 8:01:50,933,21.17299,1.68729,0.0592
"a001",2021/06/01 8:01:50,934,21.06717,1.46726,0.05148
"a001",2021/06/01 8:01:50,935,20.31064,1.5318,0.0265
"a001",2021/06/01 8:01:50,936,20.45033,0.9887445,0.04605
"a001",2021/06/01 8:01:50,937,20.36161,1.9265029,0.04936
"a001",2021/06/01 8:01:50,938,0,0,0
"a001",2021/06/01 8:01:50,939,20.31699,1.635311,0.07493
"a001",2021/06/01 8:01:50,940,20.3809,0.989639,0.08122
"a001",2021/06/01 8:01:50,941,21.97932,0.93174,0.04764
"a001",2021/06/01 8:01:50,942,20.57971,1.34241,0.04044
"a001",2021/06/01 8:01:50,943,20.19019,3.6703,0.0696
"a001",2021/06/01 8:01:50,944,20.70753,0.9019205,0.05264
"a001",2021/06/01 8:01:50,945,20.23644,1.05692,0.03288
"a001",2021/06/01 8:01:50,946,20.91771,10.08984,0.51984
"a001",2021/06/01 8:01:50,947,20.49276,0.9351643,0.04259
"a001",2021/06/01 8:01:50,948,20.73158,0.84631,0.02088
"a001",2021/06/01 8:01:50,949,21.55714,1.54092459,0.08048
"a001",2021/06/01 8:01:50,950,20.69942,1.0712054,0.07248
"a001",2021/06/01 8:01:50,951,20.31362,0.9752613,0.0417
"a001",2021/06/01 8:01:50,952,19.92395,1.03031,0.07818
"a001",2021/06/01 8:01:50,953,20.58267,1.1877066,0.06551
"a001",2021/06/01 8:01:50,954,20.61462,0.6997995,0.1157
"a001",2021/06/01 8:01:50,955,20.60391,1.29525,0.0372
"a001",2021/06/01 8:01:50,956,20.24792,1.52755,0.0322
"a001",2021/06/01 8:01:50,957,21.54482,2.0869549,0.09587
"a001",2021/06/01 8:01:50,958,21.22767,1.23506881,0.03218
"a001",2021/06/01 8:01:50,959,21.27181,0.71221,0.03931
"a001",2021/06/01 8:01:50,960,20.87018,0.9782835,0.08467
"a001",2021/06/01 8:01:50,961,20.44315,2.1487031,0.03956
"a001",2021/06/01 8:01:50,962,21.14394,1.3444205,0.10437
"a001",2021/06/01 8:01:50,963,20.53955,0.80652,0.02323
"a001",2021/06/01 8:01:50,964,20.74088,1.053539,0.0417
"a001",2021/06/01 8:01:50,965,21.27027,0.9189678,0.02719
"a001",2021/06/01 8:01:50,966,21.97118,1.12318,0.06463
"a001",2021/06/01 8:01:50,967,21.33089,1.6394158,0.06986
"a001",2021/06/01 8:01:50,968,20.71279,0.86965,0.04968
"a001",2021/06/01 8:01:50,969,20.9491,0.68291,0.08339
"a001",2021/06/01 8:01:50,970,0,0,0
"a001",2021/06/01 8:01:50,971,19.79257,0.66521596,0.05073
"a001",2021/06/01 8:01:50,972,20.13169,4.0424689,0.25183
"a001",2021/06/01 8:01:50,973,20.71574,1.22595,0.0391
"a001",2021/06/01 8:01:50,974,20.90429,0.84999,0.07743
"a001",2021/06/01 8:01:50,975,21.05235,0.91256,0.04485
"a001",2021/06/01 8:01:50,976,21.14784,1.6555715,0.04857
"a001",2021/06/01 8:01:50,977,20.47362,1.7273648,0.02891
"a001",2021/06/01 8:01:50,978,21.34105,1.03741,0.09967
"a001",2021/06/01 8:01:50,979,20.9054,1.19091,0.06379
"a001",2021/06/01 8:01:50,980,20.85954,0.83288,0.04124
"a001",2021/06/01 8:01:50,981,21.4772,1.0978772,0.03863
"a001",2021/06/01 8:01:50,982,21.00538,1.4404555,0.05142
"a001",2021/06/01 8:01:50,983,20.60777,1.09659,0.06943
"a001",2021/06/01 8:01:50,984,20.8026,1.29903,0.05647
"a001",2021/06/01 8:01:50,985,20.16168,1.06822,0.02505
"a001",2021/06/01 8:01:50,986,21.153,1.5398035,0.06648
"a001",2021/06/01 8:01:50,987,20.86998,1.33795,0.03132
"a001",2021/06/01 8:01:50,988,20.77112,0.93365,0.04987
"a001",2021/06/01 8:01:50,989,22.03221,1.34803547,0.08313
"a001",2021/06/01 8:01:50,990,20.74976,3.11138236,0.09023
"a001",2021/06/01 8:01:50,991,20.63304,1.3894655,0.04654
"a001",2021/06/01 8:01:50,992,0,0,0
"a001",2021/06/01 8:01:50,993,21.11878,1.1735,0.08471
"a001",2021/06/01 8:01:50,994,21.92597,1.0108,0.08467
"a001",2021/06/01 8:01:50,995,21.42208,1.479315,0.08737
"a001",2021/06/01 8:01:50,996,21.49925,1.1902,0.08426
"a001",2021/06/01 8:01:50,997,20.19164,1.207096,0.09387
"a001",2021/06/01 8:01:50,998,20.83561,2.3309021,0.11177
"a001",2021/06/01 8:01:50,999,20.69906,1.16674,0.07295
"a001",2021/06/01 8:01:50,1000,20.87525,1.1745786,0.04007
"a001",2021/06/01 8:01:50,1001,21.72104,3.733819,0.09304
"a001",2021/06/01 8:01:50,1002,20.93583,1.56679,0.0573
"a001",2021/06/01 8:01:50,1003,21.27634,1.0469,0.09035
"a001",2021/06/01 8:01:50,1004,21.44219,1.3706249,0.14131
"a001",2021/06/01 8:01:50,1005,21.03396,1.504,0.03708
"a001",2021/06/01 8:01:50,1006,43.09024,361.492847,21.68835
"a001",2021/06/01 8:01:50,1007,20.09603,1.33849,0.14615
"a001",2021/06/01 8:01:50,1008,19.98102,1.00476,0.05643
"a001",2021/06/01 8:01:50,1009,20.7262,1.14793,0.06938
"a001",2021/06/01 8:01:50,1010,20.72123,1.1516777,0.03783
"a001",2021/06/01 8:01:50,1011,20.74731,1.06819,0.08758
"a001",2021/06/01 8:01:50,1012,20.7265,75.609873,0.16061
"a001",2021/06/01 8:01:50,1013,21.19135,1.6637727,0.0707
"a001",2021/06/01 8:01:50,1014,21.39956,0.6912078,0.05351
"a001",2021/06/01 8:01:50,1015,21.56726,1.4445931,0.04699
"a001",2021/06/01 8:01:50,1016,21.51397,1.54917865,0.06533
"a001",2021/06/01 8:01:50,1017,20.9091,1.4718675,0.02947
"a001",2021/06/01 8:01:50,1018,21.0286,1.4043761,0.06015
"a001",2021/06/01 8:01:50,1019,20.87351,1.0636649,0.03629
"a001",2021/06/01 8:01:50,1020,20.94972,1.49948,0.02868
"a001",2021/06/01 8:01:50,1021,20.9222,1.52451,0.04259
"a001",2021/06/01 8:01:50,1022,21.50475,0.88546,0.12246
"a001",2021/06/01 8:01:50,1023,21.88807,0.8851037,0.11368
"a001",2021/06/01 8:01:50,1024,20.95025,1.10898,0.04103
"a001",2021/06/01 8:01:50,1025,20.36756,1.573856,0.05341
"a001",2021/06/01 8:01:50,1026,21.07168,1.41488,0.03153
"a001",2021/06/01 8:01:50,1027,20.58783,0.96087,0.06602
"a001",2021/06/01 8:01:50,1028,20.18322,0.9357875,0.05912
"a001",2021/06/01 8:01:50,1029,20.55703,1.0444438,0.02563
"a001",2021/06/01 8:01:50,1030,21.02989,0.7174533,0.14448
"a001",2021/06/01 8:01:50,1031,20.95063,1.8936768,0.0246
"a001",2021/06/01 8:01:50,1032,21.49896,0.5671,0.07939
"a001",2021/06/01 8:01:50,1033,21.26628,0.83391,0.0408
"a001",2021/06/01 8:01:50,1034,20.61179,1.2043783,0.04914
"a001",2021/06/01 8:01:50,1035,20.60143,1.26403,0.17763
"a001",2021/06/01 8:01:50,1036,19.76655,0.5799,0.04827
"a001",2021/06/01 8:01:50,1037,19.60956,1.3206,0.04813
"a001",2021/06/01 8:01:50,1038,20.04556,0.93639,0.11101
"a001",2021/06/01 8:01:50,1039,20.79914,2.1081702,0.0304
"a001",2021/06/01 8:01:50,1040,19.96688,1.0240956,0.04686
"a001",2021/06/01 8:01:50,1041,21.40235,0.71791,0.07657
"a001",2021/06/01 8:01:50,1042,20.9076,1.05595,0.07654
"a001",2021/06/01 8:01:50,1043,21.77293,0.51404,0.0588
"a001",2021/06/01 8:01:50,1044,21.79121,1.27308,0.06036
"a001",2021/06/01 8:01:50,1045,20.52308,1.5479945,0.14351
"a001",2021/06/01 8:01:50,1046,20.56879,0.84972,0.1492
"a001",2021/06/01 8:01:50,1047,20.05209,1.46553,0.11906
"a001",2021/06/01 8:01:50,1048,21.48502,1.1254503,0.03449
"a001",2021/06/01 8:01:50,1049,20.98712,1.47448,0.082
"a001",2021/06/01 8:01:50,1050,20.91805,2.26988,0.0785
"a001",2021/06/01 8:01:50,1051,20.71765,1.73684,0.04649
"a001",2021/06/01 8:01:50,1052,21.1084,0.8458092,0.14286
"a001",2021/06/01 8:01:50,1053,20.77575,1.2717278,0.0418
"a001",2021/06/01 8:01:50,1054,20.51157,1.91421,0.08969
"a001",2021/06/01 8:01:50,1055,20.50218,3.2009145,0.1121
"a001",2021/06/01 8:01:50,1056,20.2455,1.63172,0.02118
"a001",2021/06/01 8:01:50,1057,21.23581,1.50036,0.02676
"a001",2021/06/01 8:01:50,1058,20.66076,1.63808,0.05109
"a001",2021/06/01 8:01:50,1059,21.12451,0.9555055,0.05431
"a001",2021/06/01 8:01:50,1060,20.90665,1.6637,0.03796
"a001",2021/06/01 8:01:50,1061,21.93943,1.42901,0.04639
"a001",2021/06/01 8:01:50,1062,21.03428,1.95176,0.06232
"a001",2021/06/01 8:01:50,1063,21.75549,1.0768151,0.07824
"a001",2021/06/01 8:01:50,1064,22.36247,1.5258,0.13361
"a001",2021/06/01 8:01:50,1065,21.25297,1.23549,0.04625
"a001",2021/06/01 8:01:50,1066,22.62232,1.1284025,0.13543
"a001",2021/06/01 8:01:50,1067,21.92944,0.80225,0.06945
"a001",2021/06/01 8:01:50,1068,0,0,0
"a001",2021/06/01 8:01:50,1069,24.03894,0.67409,0.06351
"a001",2021/06/01 8:01:50,1070,22.48142,5.337681,0.39856
"a001",2021/06/01 8:01:50,1071,22.1388,19.3629446,0.21826
"a001",2021/06/01 8:01:50,1072,22.0492,0.96680828,0.07555
"a001",2021/06/01 8:01:50,1073,21.28826,0.695708,0.03843
"a001",2021/06/01 8:01:50,1074,23.62096,3.18334,0.17081
"a001",2021/06/01 8:01:50,1075,23.05292,1.56468,0.06113
"a001",2021/06/01 8:01:50,1076,20.57955,1.7113695,0.055
"a001",2021/06/01 8:01:50,1077,22.00467,0.96664,0.05488
"a001",2021/06/01 8:01:50,1078,22.81428,0.9955,0.08924
"a001",2021/06/01 8:01:50,1079,21.7873,1.74606,0.06605
"a001",2021/06/01 8:01:50,1080,21.98996,0.85685,0.06233
"a001",2021/06/01 8:01:50,1081,20.05892,0.7529,0.08101
"a001",2021/06/01 8:01:50,1082,20.48818,0.86585,0.07804
"a001",2021/06/01 8:01:50,1083,19.77678,0.6551,0.05099
"a001",2021/06/01 8:01:50,1084,21.71521,0.7801386,0.05242
"a001",2021/06/01 8:01:50,1085,20.39132,1.2026621,0.07863
"a001",2021/06/01 8:01:50,1086,21.63935,1.1073129,0.05541
"a001",2021/06/01 8:01:50,1087,21.53411,1.0828,0.12186
"a001",2021/06/01 8:01:50,1088,20.93026,1.8005996,0.07539
"a001",2021/06/01 8:01:50,1089,21.05772,2.0287237,0.10309
"a001",2021/06/01 8:01:50,1090,20.06466,1.466736,0.03819
"a001",2021/06/01 8:01:50,1091,20.82203,1.26962,0.08672
"a001",2021/06/01 8:01:50,1092,21.00447,1.376003,0.06377
"a001",2021/06/01 8:01:50,1093,21.68637,1.4063715,0.04651
"a001",2021/06/01 8:01:50,1094,20.88321,1.65147,0.07206
"a001",2021/06/01 8:01:50,1095,20.56788,1.3523237,0.07366
"a001",2021/06/01 8:01:50,1096,20.97716,0.95211,0.08146
"a001",2021/06/01 8:01:50,1097,20.92542,1.5547239,0.03613
"a001",2021/06/01 8:01:50,1098,21.31356,1.05131,0.03763
"a001",2021/06/01 8:01:50,1099,21.33007,1.20202,0.06557
"a001",2021/06/01 8:01:50,1100,20.72195,0.9236147,0.04082
"a001",2021/06/01 8:01:50,1101,22.06095,4.3173857,0.14755
"a001",2021/06/01 8:01:50,1102,20.87015,1.13207,0.01888
"a001",2021/06/01 8:01:50,1103,21.19207,1.7918307,0.05087
"a001",2021/06/01 8:01:50,1104,21.44923,1.1704,0.03575
"a001",2021/06/01 8:01:50,1105,21.08978,1.2107461,0.04136
"a001",2021/06/01 8:01:50,1106,21.80769,1.068735,0.10731
"a001",2021/06/01 8:01:50,1107,20.79593,1.19719,0.10225
"a001",2021/06/01 8:01:50,1108,20.7075,0.933283,0.01768
"a001",2021/06/01 8:01:50,1109,20.86018,1.3069571,0.10649
"a001",2021/06/01 8:01:50,1110,0,0,0
"a001",2021/06/01 8:01:50,1111,21.39211,0.61075197,0.05421
"a001",2021/06/01 8:01:50,1112,20.53873,1.6240548,0.06638
"a001",2021/06/01 8:01:50,1113,21.72606,1.79882,0.09137
"a001",2021/06/01 8:01:50,1114,21.04025,0.94031,0.05596
"a001",2021/06/01 8:01:50,1115,21.19819,2.3639387,0.07785
"a001",2021/06/01 8:01:50,1116,20.51211,1.3631,0.05919
"a001",2021/06/01 8:01:50,1117,20.65302,0.536504,0.08125
"a001",2021/06/01 8:01:50,1118,20.72413,0.94585,0.04787
"a001",2021/06/01 8:01:50,1119,21.16742,1.12603,0.02449
"a001",2021/06/01 8:01:50,1120,21.58691,1.6376847,0.04725
"a001",2021/06/01 8:01:50,1121,21.24561,1.4719011,0.04595
"a001",2021/06/01 8:01:50,1122,19.81389,1.08849,0.08476
"a001",2021/06/01 8:01:50,1123,21.87716,1.12954,0.05664
"a001",2021/06/01 8:01:50,1124,20.36332,1.7565568,0.06667
"a001",2021/06/01 8:01:50,1125,21.09323,1.06091,0.05864
"a001",2021/06/01 8:01:50,1126,21.73537,1.2180055,0.03091
"a001",2021/06/01 8:01:50,1127,0,0,0
"a001",2021/06/01 8:01:50,1128,22.71729,1.19523,0.03387
"a001",2021/06/01 8:01:50,1129,22.72469,0.78574,0.04471
"a001",2021/06/01 8:01:50,1130,20.96923,1.8309168,0.04732
"a001",2021/06/01 8:01:50,1131,21.6515,0.92565,0.04084
"a001",2021/06/01 8:01:50,1132,21.29127,1.04548,0.05071
"a001",2021/06/01 8:01:50,1133,21.599,0.70368,0.06322
"a001",2021/06/01 8:01:50,1134,20.93621,0.79553,0.05413
"a001",2021/06/01 8:01:50,1135,21.10992,0.995,0.03324
"a001",2021/06/01 8:01:50,1136,20.59831,1.5806521,0.19309
"a001",2021/06/01 8:01:50,1137,21.97797,1.31522,0.04109
"a001",2021/06/01 8:01:50,1138,37.43385,332.10813,0.1739
"a001",2021/06/01 8:01:50,1139,20.89906,1.1395322,0.05155
"a001",2021/06/01 8:01:50,1140,21.52888,0.8593,0.03511
"a001",2021/06/01 8:01:50,1141,20.89224,0.99195,0.07896
"a001",2021/06/01 8:01:50,1142,21.11969,1.08403,0.07522
"a001",2021/06/01 8:01:50,1143,0,0,0
"a001",2021/06/01 8:01:50,1144,20.1378,1.80343901,0.12756
"a001",2021/06/01 8:01:50,1145,22.75021,0.8526234,0.04578
"a001",2021/06/01 8:01:50,1146,20.80682,1.5854924,0.05778
"a001",2021/06/01 8:01:50,1147,23.18121,1.6689505,0.04761
"a001",2021/06/01 8:01:50,1148,20.79787,1.3869043,0.06175
"a001",2021/06/01 8:01:50,1149,20.9342,1.21687,0.09129
"a001",2021/06/01 8:01:50,1150,20.79797,1.4152246,0.12186
"a001",2021/06/01 8:01:50,1151,21.43921,1.6962823,0.11339
"a001",2021/06/01 8:01:50,1152,20.97852,1.903335,0.0571
"a001",2021/06/01 8:01:50,1153,20.58983,1.5573645,0.04339
"a001",2021/06/01 8:01:50,1154,20.82136,0.5037,0.0641
"a001",2021/06/01 8:01:50,1155,20.84585,1.2860637,0.0486
"a001",2021/06/01 8:01:50,1156,20.70571,0.9240584,0.05473
"a001",2021/06/01 8:01:50,1157,20.2989,1.864611,0.02216
"a001",2021/06/01 8:01:50,1158,20.50627,2.0272271,0.06673
"a001",2021/06/01 8:01:50,1159,20.63957,1.0919,0.1329
"a001",2021/06/01 8:01:50,1160,20.90434,0.93211,0.03666
"a001",2021/06/01 8:01:50,1161,0,0,0
"a001",2021/06/01 8:01:50,1162,23.76509,0.7287312,0.06541
"a001",2021/06/01 8:01:50,1163,25.3296,2.63477,0.05933
"a001",2021/06/01 8:01:50,1164,24.66761,0.974289,0.05376
"a001",2021/06/01 8:01:50,1165,23.63995,1.0218387,0.07412
"a001",2021/06/01 8:01:50,1166,23.41202,0.6072983,0.06119
"a001",2021/06/01 8:01:50,1167,23.8842,4.9721269,0.07773
"a001",2021/06/01 8:01:50,1168,24.23976,3.6089406,0.07884
"a001",2021/06/01 8:01:50,1169,0,0,0
"a001",2021/06/01 8:01:50,1170,21.8431,0.609056,0.05301
"a001",2021/06/01 8:01:50,1171,21.09971,0.68428,0.09653
"a001",2021/06/01 8:01:50,1172,21.98424,1.2140587,0.06185
"a001",2021/06/01 8:01:50,1173,21.19698,0.9663873,0.02703
"a001",2021/06/01 8:01:50,1174,20.74306,1.4148343,0.0333
"a001",2021/06/01 8:01:50,1175,21.79997,1.1235,0.04578
"a001",2021/06/01 8:01:50,1176,20.12965,1.2860412,0.04192
"a001",2021/06/01 8:01:50,1177,20.28815,1.6782733,0.03034
"a001",2021/06/01 8:01:50,1178,19.71062,1.01291,0.04901
"a001",2021/06/01 8:01:50,1179,20.85393,1.43874,0.04007
"a001",2021/06/01 8:01:50,1180,21.13897,1.38244,0.08521
"a001",2021/06/01 8:01:50,1181,21.50669,1.3871504,0.06262
"a001",2021/06/01 8:01:50,1182,21.26171,0.891104,0.09755
"a001",2021/06/01 8:01:50,1183,21.06188,2.4376301,0.01443
"a001",2021/06/01 8:01:50,1184,20.76098,1.36886335,0.08918
"a001",2021/06/01 8:01:50,1185,21.28861,1.3267421,0.06054
"a001",2021/06/01 8:01:50,1186,0,0,0
"a001",2021/06/01 8:01:50,1187,0,0,0
"a001",2021/06/01 8:01:50,1188,0,0,0
"a001",2021/06/01 8:01:50,1189,20.40555,1.50974,0.06017
"a001",2021/06/01 8:01:50,1190,19.59321,5.5753636,0.32726
"a001",2021/06/01 8:01:50,1191,20.65414,1.80716,0.08319
"a001",2021/06/01 8:01:50,1192,20.65158,1.0837001,0.03587
"a001",2021/06/01 8:01:50,1193,20.40647,2.650013,0.06729
"a001",2021/06/01 8:01:50,1194,20.27708,1.09923,0.04647
"a001",2021/06/01 8:01:50,1195,20.34374,1.25552,0.07896
"a001",2021/06/01 8:01:50,1196,20.18571,1.4842186,0.035
"a001",2021/06/01 8:01:50,1197,20.44309,2.0476,0.10645
"a001",2021/06/01 8:01:50,1198,21.12938,1.33217,0.04524
"a001",2021/06/01 8:01:50,1199,20.95692,1.29292,0.05907
"a001",2021/06/01 8:01:50,1200,20.04874,1.66876,0.09432
"a001",2021/06/01 8:01:50,1201,21.66774,1.54287,0.09135
"a001",2021/06/01 8:01:50,1202,20.4555,1.72515,0.07654
"a001",2021/06/01 8:01:50,1203,21.21307,1.2438461,0.07889
"a001",2021/06/01 8:01:50,1204,0,0,0
"a001",2021/06/01 8:01:50,1205,22.0322,1.14801,0.06042
"a001",2021/06/01 8:01:50,1206,21.44231,2.07781,0.09847
"a001",2021/06/01 8:01:50,1207,0,0,0
"a001",2021/06/01 8:01:50,1208,21.56224,0.90224,0.04811
"a001",2021/06/01 8:01:50,1209,22.04981,1.9023,0.07715
"a001",2021/06/01 8:01:50,1210,21.91955,0.8617,0.04495
"a001",2021/06/01 8:01:50,1211,21.63417,1.15875,0.13896
"a001",2021/06/01 8:01:50,1212,21.17773,1.04064681,0.04595
"a001",2021/06/01 8:01:50,1213,21.31244,1.306,0.03913
"a001",2021/06/01 8:01:50,1214,23.93509,0.91843,0.04534
"a001",2021/06/01 8:01:50,1215,22.70839,1.0228659,0.10283
"a001",2021/06/01 8:01:50,1216,22.1259,1.1176,0.093
"a001",2021/06/01 8:01:50,1217,23.78529,1.621245,0.06625
"a001",2021/06/01 8:01:50,1218,0,0,0
"a001",2021/06/01 8:01:50,1219,22.75153,0.9750688,0.02246
"a001",2021/06/01 8:01:50,1220,21.29338,0.8846388,0.04811
"a001",2021/06/01 8:01:50,1221,21.87284,1.7350876,0.06001
"a001",2021/06/01 8:01:50,1222,23.50776,5.09938,0.07284
"a001",2021/06/01 8:01:50,1223,21.78455,1.44243,0.11835
"a001",2021/06/01 8:01:50,1224,0,0,0
